UUID,CCSS,Standard Group,Human Readable,Grade Group,Category,OLO ID,OLO Description,
fb7032a8-b79e-4de9-8749-cde5a14fe4f4,3.MD.8,OLO.Math,Open Learning Objectives-Math,Elementary,Polygons and lines of symmetry,OLO.POLYSYM.1,Find the perimeter of polygons given the side length up to 10,
cb42ad19-f6d4-42c8-953f-9104f70a7e53,3.MD.8,OLO.Math,Open Learning Objectives-Math,Elementary,Polygons and lines of symmetry,OLO.POLYSYM.2,Solve mathematical problems with unknown side lengths involving perimeters of quadrilaterals with side lengths less than 10,
8897b165-b0e1-4c4c-b21e-b6ee3cab7ee6,3.MD.8,OLO.Math,Open Learning Objectives-Math,Elementary,Polygons and lines of symmetry,OLO.POLYSYM.3,Solve word problems involving the perimeter of quadrilaterals and polygons,
3b4cf5ca-489b-4029-89b2-c066353b1dea,4.G.3,OLO.Math,Open Learning Objectives-Math,Elementary,Polygons and lines of symmetry,OLO.POLYSYM.4,Recognize a line of symmetry for a two-dimensional figure as a line across the figure such that the figure can be folded along the line into matching parts,
592221e9-b2d5-48a7-b81e-a7abb81ffa3f,4.G.3,OLO.Math,Open Learning Objectives-Math,Elementary,Polygons and lines of symmetry,OLO.POLYSYM.5,Identify line-symmetric figures,
f08a1aff-b09f-4e42-9fae-1ef3d99b2ed3,4.G.3,OLO.Math,Open Learning Objectives-Math,Elementary,Polygons and lines of symmetry,OLO.POLYSYM.6,Draw lines of symmetry,
f3fb8d40-a38e-4c58-b035-a324726718c8,4.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Polygons and lines of symmetry,OLO.POLYSYM.2,Solve mathematical problems with unknown side lengths involving perimeters of quadrilaterals with side lengths less than 10,
7ddb3b14-2d1c-4fe8-9601-dafc0f50530d,3.NBT.1,OLO.Math,Open Learning Objectives-Math,Elementary,Rounding,OLO.ROUND.1,Round two-digit numbers to the nearest ten,
b5f5c9fa-e610-4499-8b58-325317f1925f,3.NBT.1,OLO.Math,Open Learning Objectives-Math,Elementary,Rounding,OLO.ROUND.2,Round three-digit numbers to the nearest ten,
c7871b54-cc02-4b51-aa8b-e5d551764e96,3.NBT.1,OLO.Math,Open Learning Objectives-Math,Elementary,Rounding,OLO.ROUND.3,Round four-digit numbers to the nearest ten,
62d77137-cde0-484b-8496-b8325c70701b,3.NBT.1,OLO.Math,Open Learning Objectives-Math,Elementary,Rounding,OLO.ROUND.4,Round three-digit numbers to the nearest hundred,
b759d718-d08e-4054-aa4f-214df7b97cc4,3.NBT.1,OLO.Math,Open Learning Objectives-Math,Elementary,Rounding,OLO.ROUND.5,Round four-digit numbers to the nearest hundred,
786e9704-1093-4208-852a-b1d4c76bdedf,4.NBT.3,OLO.Math,Open Learning Objectives-Math,Elementary,Rounding,OLO.ROUND.6,Round four-digit numbers to the nearest thousand,
23a7c4cf-77d2-452c-8d83-e74830e24f2d,4.NBT.3,OLO.Math,Open Learning Objectives-Math,Elementary,Rounding,OLO.ROUND.7,Round numbers up to four digits to any place,
3c9f0fbb-825c-4b0a-a787-cd39a7cf8ea4,4.MD.4,OLO.Math,Open Learning Objectives-Math,Elementary,Subtract fractions,OLO.SUBFRAC.1,Solve problems involving subtraction of fractions by using information presented in line plots,
b86570ab-1b49-4f7d-b29d-fd5eea62ce61,4.NF.4.b,OLO.Math,Open Learning Objectives-Math,Elementary,Subtract fractions,OLO.SUBFRAC.2,Subtract fractions with the same denominator,
df73644a-f2a2-48c7-826c-f8f0f17a99cb,4.NF.3.c,OLO.Math,Open Learning Objectives-Math,Elementary,Subtract fractions,OLO.SUBFRAC.3,Subtract mixed numbers with like denominators,
6838c315-2f66-4a8c-9567-e98afdeb160a,4.NF.3.c,OLO.Math,Open Learning Objectives-Math,Elementary,Subtract fractions,OLO.SUBFRAC.4,Subtract fractions with different denominator,
712d6ba5-028b-4759-abf1-3cbd73d2e133,4.NF.3.c,OLO.Math,Open Learning Objectives-Math,Elementary,Subtract fractions,OLO.SUBFRAC.5,Subtract mixed numbers with unlike denominators,
82814933-e824-4cea-850c-aa633ff9e728,4.NF.3.d,OLO.Math,Open Learning Objectives-Math,Elementary,Subtract fractions,OLO.SUBFRAC.6,Solve word problems involving addition and subtraction of fractions,
ec517ec0-5c8b-4d03-a39a-91c3b44d00f0,5.NF.1,OLO.Math,Open Learning Objectives-Math,Elementary,Subtract fractions,OLO.SUBFRAC.4,Subtract fractions with different denominator,
e4709f08-6f99-4301-892c-d571b0632b90,5.NF.1,OLO.Math,Open Learning Objectives-Math,Elementary,Subtract fractions,OLO.SUBFRAC.5,Subtract mixed numbers with unlike denominators,
2bbf5bd2-0ff9-4c7f-b464-8701d509b0ca,5.NF.2,OLO.Math,Open Learning Objectives-Math,Elementary,Subtract fractions,OLO.SUBFRAC.6,Solve word problems involving addition and subtraction of fractions,
44140113-d47f-4050-9be5-178755ef85cf,1.NBT.6,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.5,"Subtract two 2-digit numbers, with borrowing",
f9b7a6c8-399b-4dd7-b2d5-dc0d6e57c001,1.OA.4,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.8,"Solve single-step word problems with addition  or subtraction with two 2-digit numbers, not knowing which operation to use",
a268fe64-80cc-4d31-88eb-1b38bcddea25,1.OA.6,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.1,Subtract two 1-digit numbers,
28f60d21-5637-49f7-aa10-f563534b8ae0,1.OA.6,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.2,"Subtract a 1-digit number from a 2-digit number, without borrowing",
79685398-f83b-4080-bc92-d0d96b7b333f,1.OA.6,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.3,"Subtract a 1-digit number from a 2-digit number, with borrowing",
43b91598-f924-4c3c-97e0-32bb1b4fea22,2.MD.5,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.7,"Solve single-step word problems with addition  or subtraction with two 2-digit numbers, not knowing which operation to use",
701ce425-d4e2-488a-a7e1-17a359b2bac6,2.NBT.5,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.4,"Subtract two 2-digit numbers, without borrowing",
a4d7855e-7eda-49b3-95cc-372b46b0bd49,2.NBT.7,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.7,"Subtract two 2-digit numbers, with borrowing",
33acdcf4-8fbe-4b00-ada1-d7d3c597fc17,2.NBT.7,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.6,"Solve single-step word problems with addition  or subtraction with two 2-digit numbers, not knowing which operation to use",
9dcd7bc6-777f-45c1-ba24-071e6230e449,2.NBT.7,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.7,"Subtract two 4-digit numbers, with borrowing",
9e6cf531-8b44-4aea-9e6f-6e0232fe3996,2.NBT.7,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.8,"Solve multi-step word problems with addition  or subtraction with two 2-digit numbers, knowing which operation to use",
b0cd2099-167b-4e70-b513-0d51c295c53e,2.OA.1,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.9,"Solve single-step word problems with subtraction, subtracting a 1-digit number from a 2-digit number, with borrowing",
3df2dabf-3df2-41d7-8fc7-8cf0fe022074,4.NBT.4,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.4,"Subtract two 2-digit numbers, without borrowing",
91d00386-8405-4198-bbad-0966bc3a5b09,4.NBT.4,OLO.Math,Open Learning Objectives-Math,Elementary,Subtraction,OLO.SUB.6,"Subtract two 2-digit numbers, with borrowing",
2a1ebad1-39dd-4eb2-b61a-7288fca073f4,1.MD.3,OLO.Math,Open Learning Objectives-Math,Elementary,Time,OLO.TIME.1,Tell time on a clock to hour and half-hour intervals,
55a5175d-a3b6-4a9c-be01-e0c4609dbd04,2.MD.7,OLO.Math,Open Learning Objectives-Math,Elementary,Time,OLO.TIME.2,Tell time on a clock to 5 minute intervals,
f630f080-ff43-420f-bdda-8de39e3ec16c,3.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Time,OLO.TIME.3,"Tell and write time to the nearest minute, including am and pm",
ad015504-6d16-4377-9929-49cf88f03539,3.MD.1,OLO.Math,Open Learning Objectives-Math,Elementary,Time,OLO.TIME.4,Solve word problems with time,
f1d8de6e-571c-4dcb-8d8c-847b7b3f1093,5.MD.3,OLO.Math,Open Learning Objectives-Math,Elementary,Volume and Surface Area,OLO.VOLSA.1,Calculate the volume of solid figures: rectangular prisms and right rectangular prisms,
a890005a-412d-484d-9259-6ba7c6abd3b6,5.MD.3,OLO.Math,Open Learning Objectives-Math,Elementary,Volume and Surface Area,OLO.VOLSA.2,Solve word problems involving volume,
