Unique ID,England 'Year',Key Stage,England Strand,England Code,England Descriptor
490d7346-1390-4e6e-a9c7-0cefab29be5a,12 - 13,A-Level,Trigonometry,C2.T.5,Solution of simple trigonometric equations in a given interval.
7556e995-d196-4f84-92cf-c4072cece6a2,12 - 13,A-Level,Trigonometry,C2.T.4,"Knowledge and use of tan θ = , and sin2 θ + cos2 θ = 1."
f586d7c1-bf22-4053-a3e9-d0e99dfcc42c,12 - 13,A-Level,Trigonometry,C3.T.3,"Knowledge and use of double angle formulae; use of formulae for sin (A ± B), cos (A ± B) and tan (A ± B) and of expressions for a cos θ + b sin θ in the equivalent forms of r cos (θ ± a) or r sin (θ ± a)."
f6291a0e-dda5-4ea7-a1a8-e3bcf0936a5c,12 - 13,A-Level,Coordinate systems,FP1.CS.3,The focus-directrix property of the parabola.
a02a4aab-296a-4e21-b95e-0f8b82e81ee2,12 - 13,A-Level,Coordinate systems,FP1.CS.1,Cartesian equations for the parabola and rectangular hyperbola.
f234338f-d823-4ac9-9006-72a4408ef582,12 - 13,A-Level,Coordinate systems,FP1.CS.2,Idea of parametric equation for parabola and rectangular hyperbola.
37a58554-6c97-44f7-acb7-4558d5df44d5,12 - 13,A-Level,Coordinate systems,FP3.FCS.1,Cartesian and parametric equations for the ellipse and hyperbola.
700aa6d7-404d-49ed-b6b3-57f5bc7ccd47,12 - 13,A-Level,Coordinate systems,FP3.FCS.2,"The focus-directrix properties of the ellipse and hyperbola, including the eccentricity."
c034bc60-6957-4fde-91fa-2782b7d4a412,12 - 13,A-Level,Vectors,C4.V.6,Vector equations of lines.
22d8634d-ad23-409f-9875-33a3b6c634c1,12 - 13,A-Level,Representation and summary of data,S1.RD.1,"Histograms, stem and leaf diagrams, box plots."
64baa056-fe62-4410-9fb0-2ab4f749e2dc,12 - 13,A-Level,Representation and summary of data,S1.RD.2,"Measures of location — mean, median, mode."
c775f8c1-d1fb-4871-8521-172f762d2de0,12 - 13,A-Level,Representation and summary of data,S1.RD.3,"Measures of dispersion — variance, standard deviation, range and interpercentile ranges."
c2c8d306-e60f-4e37-9cfe-b01a5ee25a02,12 - 13,A-Level,Representation and summary of data,S1.RD.4,Skewness. Concepts of outliers
127689b3-ac0f-4298-b5aa-675f0d5afe9b,12 - 13,A-Level,The Normal distribution,S1.ND.1,"The Normal distribution including the mean, variance and use of tables of the cumulative distribution function."
4ab5b4a7-92df-4a07-a1ab-de90acf1eedc,12 - 13,A-Level,Correlation and regression,S1.CR.1,Scatter diagrams. Linear regression
ab34b90b-ad0c-4f17-9932-e1ef1a6e804c,12 - 13,A-Level,Correlation and regression,S1.CR.3,"The product moment correlation coefficient, its use, interpretation and limitations.#"
a2a796c7-0510-41a5-9936-0e27940a0e15,12 - 13,A-Level,Hypothesis tests,S2.HT.1,"Population, census and sample. Sampling unit, sampling frame."
b9e86d9d-eba4-4e1e-9419-bf8a2c932a6c,12 - 13,A-Level,Hypothesis tests,S2.HT.2,Concepts of a statistic and its sampling distribution.
64a95976-682b-46ae-96e3-ea7294910781,12 - 13,A-Level,Hypothesis tests,S2.HT.3,Concept and interpretation of a hypothesis test. Null and alternative hypotheses
efb27ce2-951e-4481-bc0c-089c908ae53a,12 - 13,A-Level,Probability,S1.P.2,Sample space. Exclusive and complementary events. Conditional probability
5bb66747-3898-4af4-85ce-2e5a0c4a9fb9,12 - 13,A-Level,Probability,S1.P.4,Sum and product laws.
23ae38ba-a6e4-4478-aa17-fecf083fa2fa,12 - 13,A-Level,Discrete random variables,S1.DR.1,The concept of a discrete random variable.
32cd150d-e228-4917-b1f8-04498ee8e53c,12 - 13,A-Level,Discrete random variables,S1.DR.3,Mean and variance of a discrete random variable.
1a00e629-9d15-4a0e-adb5-b24da152b4be,12 - 13,A-Level,Discrete random variables,S1.DR.4,The discrete uniform distribution.
19fe686e-9cac-4ab1-8259-0f05b5a15538,12 - 13,A-Level,Discrete random variables,S1.DR.2,The probability function and the cumulative distribution function for a discrete random variable.
5ae81060-a214-46e5-aedf-befec5aff006,10 - 11,Key Stage 4,Algebra,KS4.A.13,"Sketch translations and reflections of a given function,"
f17b3fb8-637e-4db3-8ced-108ed9b93253,12 - 13,A-Level,Algebra,C1.A.10,"Knowledge of the effect of simple transformations on the graph of y = f(x) as represented by y = af(x), y = f(x) + a, y = f(x + a), y = f(ax)."
d5d0c87b-b718-4e3d-881b-1f75e619909f,12 - 13,A-Level,Algebra,C3.A.4,"Combinations of the transformations y = f(x) as represented by y = af(x), y = f(x) + a, y = f(x + a), y = f(ax)."
a4abdd8a-4d15-4119-bccb-3bbd08163012,10 - 11,Key Stage 4,Geometry,KS4.G.11,Solve geometrical problems on coordinate axes.
705dbfd8-82bd-4763-8990-3340aabbd57e,12 - 13,A-Level,Geometry,C.1.G1,"Find the equation of the line through two given points, or through one point with a given gradient. Equation of a straight line, including the forms y – y1 = m(x – x1 ) and ax + by + c = 0."
9e34df44-c095-4533-8f2a-2394bdcb57ad,10 - 11,Key Stage 4,Geometry,KS4.A.9,Conditions for two straight lines to be parallel or perpendicular to each other.
fb7c4be1-2e93-4af3-a90f-e4c12bb87999,12 - 13,A-Level,Geometry,C.1.G2,Plot graphs of equations that correspond to straight-line graphs in the coordinate plane; use the form y = mx + c to identify parallel and perpendicular lines;
25108c4c-155f-4f07-867e-516c27b03771,10 - 11,Key Stage 4,"Algebra, Algebra and functions",KS4.A.4,"Completing the square. Solution of quadratic equations.  Simplify and manipulate algebraic expressions (including those involving surds
and algebraic fractions) by: collecting like terms, multiplying a single term over a bracket, taking out common factors, expanding products of two or more binomials, factorising quadratic expressions of the form x2 + bx + c, including the difference of two squares, factorising quadratic expressions of the form ax2 + bx + c."
4e7750a7-12ad-4593-9e2b-e8d48cbbd7e6,12 - 13,A-Level,"Algebra, Algebra and functions",C1.A.5,"Simplifying expressions involving sums, products and powers, including the laws of indices."
699a9198-db9d-4ea5-a47b-8278c9e85104,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.RP.4,"Use ratio notation, including reduction to simplest form."
060009c5-3534-4918-b845-33d54f89e10d,7 - 9,Key Stage 4,"Ratio, proportion and rates of change",KS4.RP.4,"Use ratio notation, including reduction to simplest form."
e8a01f19-1fda-4a63-842f-81486f7cd129,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.RP.6,Understand that a multiplicative relationship between 2 quantities can be expressed as a ratio or a fraction.
6144b646-81f4-4337-8499-84db948dd573,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS4.RP.6,Express a multiplicative relationship between two quantities as a ratio or a fraction
267469e2-8c88-4258-bc0e-aa409ce082da,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.RP.1,Change freely between related standard units.
2afb329e-26ef-4425-8155-1b3d0f6db9a5,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.N.11,Interpret fractions and percentages as operators
6df68a39-369a-4e96-b801-1136148c10cd,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.N.12,"Use standard units of mass, length, time, money and other measures, including with decimal quantities"
07766ae1-d1e8-40e2-96a3-8ea0f8939855,7 - 9,Key Stage 3,Algebra,KS3.A.8,Work with coordinates in all 4 quadrants
f2acd1e4-6b0c-4af8-9678-4ba07f8583c6,7 - 9,Key Stage 3,Number,KS3.N.2,"Order positive and negative integers, decimals and fractions; use the number line as a model for ordering of the real numbers; use the symbols =, ≠, <, >, ≤, ≥"
7eb1b3d4-5bfb-4b02-a3bc-c9381dc78664,7 - 9,Key Stage 3,Number,KS3.N.7,"Use integer powers and associated real roots (square, cube and higher), recognise powers of 2, 3, 4, 5 and distinguish between exact representations of roots and their decimal approximations"
3fce6960-0e78-4d7a-a879-de11adf3074c,7 - 9,Key Stage 3,Algebra,KS3.A.3,"Understand and use the concepts and vocabulary of expressions, equations, inequalities, terms and factors"
e2621082-ba23-4733-bbf7-2bf7cfb366b2,7 - 9,Key Stage 3,Algebra,KS3.A.2,"Substitute numerical values into formulae and expressions, including scientific formulas."
9a536fd8-74a3-4e78-a6b0-50e8cfadf58e,7 - 9,Key Stage 3,Algebra,KS3.N.5,"Use conventional notation for the priority of operations, including brackets, powers, roots and reciprocals"
db0a505e-f4d3-41d0-91da-ccc5977f74ac,7 - 9,Key Stage 3,Algebra,KS3.A.1,"Use and interpret algebraic notation, including: ab in place of a × b, 3y in place of y + y + y and 3 × y, a² in place of a × a, a³ in place of a × a × a; a²b in place of a × a × b, coefficients written as fractions rather than as decimals, brackets"
de086309-e10f-444e-ac80-e064d6cb1cac,7 - 9,Key Stage 3,Geometry and Measures,KS3.G.1,"Derive and apply formulae to calculate and solve problems involving: perimeter and area of triangles, parallelograms, trapezia, volume of cuboids (including cubes) and other prisms (including cylinders)"
a704173d-0082-4f45-bd29-e41a9b5794d3,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.RP.7,Relate the language of ratios and the associated calculations to the arithmetic of fractions and to linear functions.
b09b0368-c98b-4c2f-b012-de9e34355697,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS4.RP.10,"Solve problems involving direct and inverse proportion, including graphical and algebraic representations"
0b94c994-7138-4113-b5f5-5576c60165b3,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.RP.9,"Solve problems involving direct and inverse proportion, including graphical and algebraic representations"
dcab8a31-c5c1-4a2b-8b64-a900b631584c,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.RP.8,"Solve problems involving percentage change, including: percentage increase, decrease and original value problems and simple interest in financial mathematics."
54f95ad3-7a25-43b4-9caf-629a686c1603,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.RP.10,"Use compound units such as speed, unit pricing and density to solve problems."
e3db4d45-48c8-44c2-8d5c-5440e8f9ce1d,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS4.RP.11,"Use compound units such as speed, rates of pay, unit pricing, density and pressure"
e57c00c5-c52b-4eb6-9134-7b90cc3d04e9,7 - 9,Key Stage 3,Number,KS3.N.6,Recognise and use relationships between operations including inverse operations
22e0c3e8-25b2-4778-80d6-e804dd45b93b,7 - 9,Key Stage 3,Number,KS3.N.9,Work interchangeably with terminating decimals and their corresponding fractions (such as 3.5 and  or 0.375 and  )
2083c84d-d372-4dc6-b4e2-38cba364149a,7 - 9,Key Stage 3,Number,KS3.N.16,"Appreciate the infinite nature of the sets of integers, real and rational numbers"
098fedd6-ca1e-4f45-a6b3-52a994de08ca,7 - 9,Key Stage 3,Algebra,KS3.A.4,"Simplify and manipulate algebraic expressions to maintain equivalence by: collecting like terms, multiplying a single term over a bracket, taking out common factors, expanding products of 2 or more binomials"
409915f7-b4f5-477c-8fa4-79f64ea7d9cd,7 - 9,Key Stage 3,Number,KS3.N.13,"Round numbers and measures to an appropriate degree of accuracy, use approximation through rounding to estimate answers and calculate possible resulting errors expressed using inequality notation a<x≤b."
60f2223c-6ec9-40df-94ec-edcd102d8720,7 - 9,Key Stage 3,Number,KS3.N.14,Use a calculator and other technologies to calculate results accurately and then interpret them appropriately.
d387fd11-f413-4e37-9503-a0464f357ac0,7 - 9,Key Stage 3,Number,KS3.N.15,Know the difference between an equation and an identity.
ec54447f-ea19-4c26-869f-b8a96ccafd0c,7 - 9,Key Stage 3,Number,KS4.A.6,"Argue mathematically to show algebraic expressions are equivalent, and use algebra to support and construct arguments and proofs"
54618c6f-2b21-4b44-9336-f7570f365abb,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.RP.2,"Use scale factors, scale diagrams and maps."
df534ff9-dbb3-4d48-a21f-294c2010a330,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.G.7,"Derive and illustrate properties of triangles, quadrilaterals, circles, and other plane figures using appropriate language and technologies"
dd91ebef-6df5-4a23-b333-3bef23598a5d,7 - 9,Key Stage 3,Geometry and Measures,KS3.G.3,"Draw and measure line segments and angles in geometric figures, including interpreting scale drawings."
bfef57fc-b807-4752-ba09-a8402ca8cad1,7 - 9,Key Stage 3,Geometry and Measures,KS3.G.4,"Derive and use the standard ruler and compass constructions (perpendicular bisector of a line segment, constructing a perpendicular to a given line from/at a given point, bisecting a given angle); recognise and use the perpendicular distance from a point to a line as the shortest distance to the line."
edf06c69-667d-43b7-b0be-442c0c66fa1c,7 - 9,Key Stage 3,Geometry and Measures,KS3.G.5,"Describe, sketch and draw using conventional terms and notations: points, lines, parallel lines, perpendicular lines, right angles, regular polygons, and other polygons that are reflectively and rotationally symmetric"
c899e5ca-7ce1-494e-a34e-ae44f31bdaba,7 - 9,Key Stage 3,Geometry and Measures,KS3.G.10,"Apply the properties of angles at a point, angles at a point on a straight line, vertically opposite angles."
09cf79a8-0249-4294-907a-d9ff50cd6fb9,7 - 9,Key Stage 3,Geometry and Measures,KS3.G.11,Understand and use the relationship between parallel lines and alternate and corresponding angles
a246b460-01fa-471f-bd44-8701196681ff,7 - 9,Key Stage 3,Statistics,KS3.S.1,"Describe, interpret and compare observed distributions of a single variable through: appropriate graphical representation involving discrete, continuous and grouped data; and appropriate measures of central tendency (mean, mode, median) and spread (range, consideration of outliers)."
12086689-cd1d-4ed9-a3f5-9ff5c236409a,7 - 9,Key Stage 3,Statistics,KS4.S.1,"Infer properties of populations or distributions from a sample, whilst knowing the limitations of sampling"
c87cd92d-9586-46b9-b3b8-b6fa1e8137c1,7 - 9,Key Stage 3,Statistics,KS3.S.1,"Describe, interpret and compare observed distributions of a single variable through: appropriate graphical representation involving discrete, continuous and grouped data; and appropriate measures of central tendency (mean, mode, median) and spread (range, consideration of outliers)"
7e11276d-4284-4c2f-afc0-37a3b013d04f,7 - 9,Key Stage 3,Probability,KS3.P.1,"Record, describe and analyse the frequency of outcomes of simple probability experiments involving randomness, fairness, equally and unequally likely outcomes, using appropriate language and the 0-1 probability scale. "
0f654d25-30c8-4573-ad00-032299f7fa4b,7 - 9,Key Stage 3,Probability,KS3.P.2,Understand that the probabilities of all possible outcomes sum to 1. 
f60aef89-e559-4bf0-b477-754d7b2cd5b1,12 - 13,A-Level,Probability,S1.P.1,Elementary probability.
66dad7bf-fe9b-4c79-9605-23c26e745624,7 - 9,Key Stage 3,Probability,KS3.P.1,"Record, describe and analyse the frequency of outcomes of simple probability experiments involving randomness, fairness, equally and unequally likely outcomes, using appropriate language and the 0-1 probability scale."
d2ceabd8-f55f-4e80-8ad6-c29418325d53,7 - 9,Key Stage 3,Probability,KS3.P.2,understand that the probabilities of all possible outcomes sum to 1.
c47961d4-8c0b-48b3-9657-10b10f53a9df,10 - 11,Key Stage 4,Probability,KS4.P.5,"understand that empirical unbiased samples tend towards theoretical probability distributions, with increasing sample size"
a3016aa0-6fcc-405b-a1c5-a239004e9845,7 - 9,Key Stage 3,Probability,KS3.P.1,"Record, describe and analyse the frequency of outcomes of simple probability experiments involving randomness, fairness, equally and unequally likely outcomes, using appropriate language and the 0-1 probability scale."
3fb3a866-1add-4e9f-b63d-fdfaf82eb4df,7 - 9,Key Stage 3,Probability,KS3.P.2,Understand that the probabilities of all possible outcomes sum to 1
a8219ce0-58d9-4a6e-936d-594a54b26762,only saw three standards here instead of 4,Key Stage 3,Probability,KS3.P.3,"Enumerate sets and unions/intersections of sets systematically, using tables, grids and Venn diagrams."
,,,,KS4.P.1,
3098451b-1f55-4bb9-a143-b84a5928b097,,,,KS4.P.8,"record describe and analyse the frequency of outcomes of probability experiments using tables and frequency trees,"
6b2c91d0-c9ca-4bdd-a3cf-faf527ed01d7,,,,KS4.P.6,"calculate the probability of independent and dependent combined events, including using tree diagrams and other representations, and know the underlying assumptions enumerate sets and combinations of sets systematically, using tables, grids, Venn diagrams and tree diagrams"
eec70940-3532-4547-af1c-0e2709a270ec,7 - 9,Key Stage 3,Probability,KS3.P.4,"Generate theoretical sample spaces for single and combined events with equally likely, mutually exclusive outcomes and use these to calculate theoretical probabilities"
7df6b1a1-3430-48c1-9426-2afeb8575549,7 - 9,Key Stage 3,Number,KS3.N.8,"Interpret and compare numbers in standard form A x 10n 1≤A<10, where n is a positive or negative integer or 0."
291e1fb9-0417-4101-bd3a-3b0369ca9c38,7 - 9,Key Stage 3,Number,KS4.N.9,"calculate with and interpret standard form A x 10n , where 1 ≤ A < 10 and n is an integer"
ca8eb5cd-78a9-4f00-8c8b-fe41cdef76b4,7 - 9,Key Stage 3,Algebra,KS3.A.11,"Reduce a given linear equation in two variables to the standard form y = mx + c; calculate and interpret gradients and intercepts of graphs of such linear equations numerically, graphically and algebraically."
1a2326db-06ef-42f3-895e-e9364393bbc8,7 - 9,Key Stage 3,Algebra,KS4.A.10,Identify and interpret gradients and intercepts of linear functions graphically and algebraically
4870cf8a-d419-4b95-86c1-9c450e0296dd,7 - 9,Key Stage 3,Algebra,KS3.A.7,Use algebraic methods to solve linear equations in 1 variable (including all forms that require rearrangement)
0f88e438-8779-43f2-82d6-e7071cc84966,7 - 9,Key Stage 3,Algebra,KS3.A.12,Use linear and quadratic graphs to estimate values of y for given values of x and vice versa and to find approximate solutions of simultaneous linear equations
c0477b02-ea80-46ed-bca7-9ae2e87b2258,7 - 9,Key Stage 3,Algebra,KS3.A.13,"Find approximate solutions to contextual problems from given graphs of a variety of functions, including piece-wise linear, exponential and reciprocal graphs"
c839e49b-f2d9-4dca-9091-abf39f9be07d,7 - 9,Key Stage 3,Algebra,KS3.A.9,"Recognise, sketch and produce graphs of linear and quadratic functions of 1 variable with appropriate scaling, using equations in x and y and the Cartesian plane."
d304ee78-7f8a-4080-963d-719bcd793534,7 - 9,Key Stage 3,Algebra,KS4.RP.16,"Set up, solve and interpret the answers in growth and decay problems, including compound interest and work with general iterative processes."
3d6ef6a2-1428-4164-bb28-f3987839205c,7 - 9,Key Stage 3,Algebra,KS3.A.6,Model situations or procedures by translating them into algebraic expressions or formulae and by using graphs
90e8ea72-de1d-4ea6-87bc-92ef34da3d58,7 - 9,Key Stage 3,Algebra,KS3.A.10,Interpret mathematical relationships both algebraically and graphically
deb59a47-d3ff-4581-95f7-8e922f555eba,7 - 9,Key Stage 3,Geomtery and Measures,KS3.G.6,"Use the standard conventions for labelling the sides and angles of triangle ABC, and know and use the criteria for congruence of triangles, "
de96fc3a-b5ef-4179-8fa4-2421c9c9f0de,7 - 9,Key Stage 3,Geomtery and Measures,KS3.G.9," identify and construct congruent triangles, and construct similar shapes by enlargement, with and without coordinate grids"
ea0b4acb-a411-48fd-9425-4dd432ba1814,7 - 9,Key Stage 3,Geomtery and Measures,KS3.G.8,"Identify properties of, and describe the results of, translations, rotations and reflections applied to given figures"
af251267-6e10-48c4-88c9-5d1d32577e12,7 - 9,Key Stage 3,Geometry and Measures,KS3.G.12,"Derive and use the sum of angles in a triangle and use it to deduce the angle sum in any polygon, and to derive properties of regular polygons"
48e5a5cd-e2b1-43c2-9bb8-095b2add2b7e,7 - 9,Key Stage 3,Geometry and Measures,KS3.G.13,"Apply angle facts, triangle congruence, similarity and properties of quadrilaterals to derive results about angles and sides, including Pythagoras’ Theorem, and use known results to obtain simple proofs"
262d803f-407c-454b-a467-887861000ade,7 - 9,Key Stage 3,Geometry and Measures,KS3.G.14,Use Pythagoras’ Theorem and trigonometric ratios in similar triangles to solve problems involving right-angled triangles
95418b8c-ae69-47c9-81a4-e240306acdf8,7 - 9,Key Stage 3,Geometry and Measures,KS3.G.15,"Use the properties of faces, surfaces, edges and vertices of cubes, cuboids, prisms, cylinders, pyramids, cones and spheres to solve problems in 3-D."
2fd86528-8eac-4bfb-862f-a8aef74367ce,7 - 9,Key Stage 3,Geometry and Measures,KS3.G.16,"Interpret mathematical relationships both algebraically and geometrically, know the formulae: circumference of a circle = 2πr = πd, area of a circle = πr 2."
01ba098f-9c85-49e4-badd-8f86a3d54a75,10 - 11,Key Stage 4,Geometry and Measures,KS4.G.17,"Calculate: perimeters of 2.d shapes, including circles; areas of circles and composite shapes; surface area and volume of spheres, pyramids, cones and composite solids"
63f3756e-7e26-40c2-8e59-c4199e301afb,7 - 9,Key Stage 3,Statistics,KS4.S.6,"Use and interpret scatter graphs of bivariate data; recognise correlation and know that it does not indicate causation; draw estimated lines of best fit; make predictions; interpolate and extrapolate apparent trends whilst knowing the dangers of so doing construct and interpret appropriate tables, charts, and diagrams, including frequency tables, bar charts, pie charts, and pictograms for categorical data, and vertical line (or bar) charts for ungrouped and grouped numerical data."
07933e3c-31a7-412b-8663-df228fec8b08,7 - 9,Key Stage 3,Statistics,KS3.S.2,apply the property that the probabilities of an exhaustive set of outcomes sum to one; apply the property that the probabilities of an exhaustive set of mutually exclusive events sum to one.
62fd2318-3d0b-481d-a9b2-d54e30f59b70,10 - 11,Key Stage 4,Probability,KS4.P.4,"interpret, analyse and compare the distributions of data sets from univariate empirical distributions through:  appropriate graphical representation involving discrete, continuous and grouped data, including box plots."
75ca131f-1754-463c-b756-55294b645903,10 - 11,Key Stage 4,Statistics,KS4.S.4,"appropriate measures of central tendency (median, mean, mode and modal class) and spread (range, including consideration of outliers, quartiles and inter-quartile range)"
fe37359c-6ca8-47a3-83b1-58d20271e3f4,7 - 9,Key Stage 3,Statistics,KS3.S.2,"Construct and interpret appropriate tables, charts, and diagrams, including frequency tables, bar charts, pie charts, and pictograms for categorical data, and vertical line (or bar) charts for ungrouped and grouped numerical data"
8028e3d7-f085-4eb6-8802-f018136a67e9,7 - 9,Key Stage 3,Statistics,KS3.S.3,Describe simple mathematical relationships between 2 variables (bivariate data) in observational and experimental contexts and illustrate using scatter graphs
1bb6b59e-db07-461b-a17e-8355b1c3313f,7 - 9,Key Stage 3,Number,KS3.N.1,"Understand and use place value for decimals, measures and integers of any size"
6550fdfc-8c3a-4798-b6f4-0fa470332480,7 - 9,Key Stage 3,Algebra,KS3.A.14      ,"Generate terms of a sequence from either a term-to-term or a position-to-term rule, "
3a6e5115-2580-44dc-a70b-20edbedc22fc,7 - 9,Key Stage 3,Algebra,KS3.A.15,Recognise arithmetic sequences and find the nth term
7dce146b-c304-4d67-8206-8482d58d4a6e,7 - 9,Key Stage 3,Algebra,KS3.A.16,Recognise geometric sequences and appreciate other sequences that arise
a5471174-b643-4a8b-921f-0af3320c0237,10 - 11,Key Stage 4,Algebra,KS4.A.23," generate terms of a sequence from either a term-to-term or a position-to-term rule, recognise and use sequences of triangular, square and cube numbers, simple arithmetic progressions, Fibonacci type sequences, quadratic sequences, and simple geometric progressions ( r n where n is an integer, and r is a rational number > 0 or a surd) and other sequences "
ae298dc6-d79a-4955-9c6f-b91e11703825,10 - 11,Key Stage 4,Algebra,KS4.A.24,Deduce expressions to calculate the n th term of linear and quadratic sequences
e62c7cc3-abf0-4379-a667-518368926201,10 - 11,Key Stage 4,Algebra,KS4.A.25,"Sequences, including those given by a formula for the nth term and those generated by a simple relation of the form xn+1 = f(xn"
e9f3ad2e-5767-45ba-83d6-0f2f2a88090d,12 - 13,A-Level,Algebra,C1.S.1,"Arithmetic series, including the formula for the sum of the first n natural numbers."
,12 - 13,A-Level,Algebra,C1.S.2,
94d8b963-6519-4d9c-8961-518c6bcc752c,10 - 11,Key Stage 4,"Ratio, proportion and rates of change",KS4.RP.7,"Understand and use proportion as equality of ratios,  "
b32f676b-93ff-49db-bb28-827689b4cb53,10 - 11,Key Stage 4,"Ratio, proportion and rates of change",KS4.RP.8,Relate ratios to fractions and to linear functions
a3ade9e0-8734-4b27-8bc1-4ed63f0c74c5,7 - 9,Key Stage 3,"Ratio, proportion and rates of change",KS3.N.11,Interpret fractions and percentages as operators
85bc0c9a-31cc-4eec-af0a-b9597392771e,10 - 11,Key Stage 4,Number,KS4.N.1,"Order positive and negative integers, decimals and fractions; use the symbols =, ≠, <, >, ≤, ≥"
28834bab-15a0-453a-8747-9fb71a7ea09f,10 - 11,Key Stage 4,Algebra,KS4.A.8,Work with coordinates in all four quadrants
dc54a683-4977-43b0-a615-a893746af810,10 - 11,Key Stage 4,Number,KS4.N.11,Identify and work with fractions in ratio problems
73b385d6-2638-4f7c-b1f5-84d9245267f9,10 - 11,Key Stage 4,"Ratio, proportion and rates of change",KS4.RP.13,Understand that X is inversely proportional to Y is equivalent to X is proportional to 1 Y ; construct and interpret equations that describe direct and inverse proportion
1adecc51-462d-45f3-9364-cd0d819d8587,10 - 11,Key Stage 4,Number,KS4.N.2,"Apply the four operations, including formal written methods, to integers, decimals and simple fractions (proper and improper), and mixed numbers – all both positive and negative; understand and use place value (e.g. when working with very large or very small numbers, and when calculating with decimals)"
34f37d00-165c-4d9b-8e86-f4d8383ff358,10 - 11,Key Stage 4,Algebra,KS4.A.2,"Substitute numerical values into formulae and expressions, including scientific formulae 3. "
ea9f9124-74e6-4726-8e5b-1b5f76dec5e5,10 - 11,Key Stage 4,Geometry  ,KS4.G.12,"Identify properties of the faces, surfaces, edges and vertices of: cubes, cuboids, prisms, cylinders, pyramids, cones and spheres"
5161e444-d580-419a-ac88-c1cda315e0b5,10 - 11,Key Stage 4,Geometry,"KS4.G.12,    ","Identify properties of the faces, surfaces, edges and vertices of: cubes, cuboids, prisms, cylinders, pyramids, cones and spheres, "
7a545b26-bdf6-4124-9bb2-96e639be43ae,10 - 11,Key Stage 4,Geometry,KS4.G.16,"Know and apply formulae to calculate: area of triangles, parallelograms, trapezia; volume of cuboids and other right prisms (including cylinders)"
c596a269-aabe-4667-bd64-ee340a4db1b4,10 - 11,Key Stage 4,Statistics,KS4.S.5,Apply statistics to describe a population
90372791-ed9e-4be7-8f88-9809433f26a0,10 - 11,Key Stage 4,Number,KS4.N.6,"Use positive integer powers and associated real roots (square, cube and higher) "
5db72e45-5a62-430f-a772-204f77960ced,10 - 11,Key Stage 4,Number,KS4.N.7,"Recognise powers of 2, 3, 4, 5; estimate powers and roots of any given positive number."
58182ec6-299c-42ad-9174-b4c68f642df4,10 - 11,Key Stage 4,Number,KS4.N.3,"Recognise and use relationships between operations, including inverse operations (e.g. cancellation to simplify calculations and expressions; use conventional notation for priority of operations, including brackets, powers, roots and reciprocals"
7c80c29f-e87c-4e42-a60a-3844eb69b873,10 - 11,Key Stage 4,"Ratio, proportion and rates of change",KS4.RP.14,Interpret the gradient of a straight line graph as a rate of change; recognise and interpret graphs that illustrate direct and inverse proportion
6667edd8-1db7-4155-ba91-420e4cc0f211,10 - 11,Key Stage 4,"Ratio, proportion and rates of change",KS4.RP.15,"Interpret the gradient at a point on a curve as the instantaneous rate of change; apply the concepts of average and instantaneous rate of change (gradients of chords and tangents) in numerical, algebraic and graphical contexts"
ac597610-8073-4916-b090-0c9d4a985e21,10 - 11,Key Stage 4,Algebra,KS4.A.17,Solve linear equations in one unknown algebraically (including those with the unknown on both sides of the equation); find approximate solutions using a graph
5e47942e-f855-4c0d-a891-8d91be056e56,10 - 11,Key Stage 4,Algebra,KS4.A.7,"Where appropriate, interpret simple expressions as functions with inputs and outputs; interpret the reverse process as the ‘inverse function’; interpret the succession of two functions as a ‘composite function’."
79654097-6a90-4d25-9788-4ce40fdb124f,10 - 11,Key Stage 4,Number,KS4.N.13,"Use standard units of mass, length, time, money and other measures (including standard compound measures) using decimal quantities where appropriate, "
f09dd412-a509-4e7f-b8cc-a4f9c797bdc4,10 - 11,Key Stage 4,Number,KS4.G.14,"Use standard units of measure and related concepts (length, area, volume/capacity, mass, time, money, etc.)"
3e90d7f4-6e90-4d78-baa2-817f60639d01,10 - 11,Key Stage 4,Ratio and Proportion,KS4.RP.1,"Change freely between related standard units (e.g. time, length, area, volume/capacity, mass) and compound units (e.g. speed, rates of pay, prices, density, pressure) in numerical and algebraic contexts"
30221863-5d20-4e21-8b52-d2b6151a33ba,10 - 11,Key Stage 4,Ratio and Proportion,KS4.RP.2,"Use scale factors, scale diagrams, and maps"
